commit_id	ms
0148ee7d9bc731e98365fbaec53e4b8a5fbfa5c9	85011
062dfdea80861f9c918c99a3f86895f908635862	18016
113453a219e692fe1e5f0eb3c1c09703daaa0a89	2390
1cdb804824546e8572912df8cf51c9d5072c33ba	2768
48d36776648149c4170fed630207ef9ec1cb962a	3118
4dbfadd0d5a603fec292519c9115c857e26201eb	2867
50088b16c9a4e6fda78ea98430bb0705229883e8	84157
547b067f3e03f7d3e7eb162af8f257cfe6f05154	3984
72c30d7e78f94e432874b54e2c9d71857a06211a	639
7c9463aceae23a9bd7b88b141994d87fd4c08779	1710
7ce5b000e448552bb4ba9556c8f38ccfef127162	15435
adbd5400295494173e59285bbcb6ac967ed3ebfb	2253
bf6a4e3db4b28bfe068feb72199746dad98d6a83	18144
cb783fd15cea1d06b254799e7af8ff71d7d7ed33	640
dec52a7384d9f241cae0cd2d0a51f440bafa7677	10288
e2c480847c81f6f97cc184cb5353080ffbcd590d	15137
f6d2d5729944abbff8a2db1ab2a35d223e998b8c	1390
