commit_id	ms
022b69a44e42684bdd0029dd456bedb3b495cc24	1660
1ea092a54b00aa4d902f4e22ada3854d195d4a18	2120
1f4375a34227f42570d2b72e190e51bcfb1e8597	958
224271982eb9cd351d7db1b38c740b4e927e6f97	792
2b5f5d5e90b37f4a735738a6d0b6f22affbea340	370
356a3bccb0e7468a2c8ce7d8c9c6cd0c5d436b8b	1477
39cdb8c9aa0fde68f733553ba050a2ba9d86474c	832
3a8e44745c014871bc56e94d91e57c45ae4be208	1742
3d732cca6b5076a9d13eee98e2b075b37384cd91	3681
4d6b4536b2e0148d4b228884a0b356e73dd8beec	535
59ec78e6020cc963c1f95cb96a28eaaf20e37b3e	446
5cbb234dd3273d8e0bbd454fb431ad639c7242c1	406
619bf98d5b479f9582dbc40259b666f1c5a83146	776
64a289286a743516bce82462200062a647ef3ac0	1360
67c96a59f5af9e8404b3f904028e1c730d647498	2947
67d7a2eefee768b59eb3d51cb1fb2c671873e58a	1090
6d43dc42337089f5fb52b715981c12993f490920	1247
80f57f8a13debaab87b99f73631669699da3e1a5	747
93a8fa6bfc1c8a469e188630b61e736dfb69e128	1799
9e121482a532d61aa36d7b314ee46dd1ac40f29e	675
a4474c9a0025095f82d734a9d7230eace2f08ef8	212
a6fc0b16511c70472ebb3dd9469d08566969ac88	533
ac9e3016645078e1e42120822cfb2076151c8cbe	1873
b078a62013782c7424a4a61a240c23c4c0b42614	1048
b442abacbb8464f0165059e8da734e3143d0721f	545
b5f7c9e2d526b17b9962976bb704dce8779d7362	253
b930d14ce64937e9478405eee2828d4da091d2cb	20802
b97c8d30c5aedace75dc17056d429f28e41b20c1	1477
bd984f0ee2cf40107a669d80d92566b8625b1e6b	251
bf3a43eff8682b59cec785be6003753fa4b93706	264
bf48c21d225c31f0f9b5441d95f73615ca3dcfdb	723
bf591fb597a056bf2fc9bc474010374695b18d1a	243
c18d608537d8945de6c5855a9475657177fa74ac	1077
c4494d4abc84d368d6597889ab45fc07466f8f26	1382
c9935b6d2db9e1be4bed12f7419e98cdca45763e	574
cdaed15c7ea1bbfdde5a5bea691c583ce7961526	2527
e4fd41f8fa4190fbbb6cb98cf7ace64f6e00685d	860
e5ffcb0838c894e26f4ff32dfec162cf624d8d7d	4204
ecd8ddea33dc40ae2a57e4340be03faf2ba2f99b	6848
ee0854f85bd686b55757e8854a10480f23c928da	325
