commit_id	ms
0338f280d3942094782da57ea3b5b72bdb833e9d	1770
0563835fc00ce2c255cad0e4a089f559cdd48964	1622
0d37757f3f34dff5840eff6bd5ac6735938234a6	1005
25c46ccc37f932c04d5c2af7de1d12c6cdaed055	976
50f9896362e373375d05eb3278ccab983849d3d9	2336
520fa4986eba954cba5d3a0ffa6f3697edba5047	964
5f90a449cf1fa6edc93aaa4e69e6152c6096cd2e	916
695293145193ed84b7ef193b538bb144ecb2832e	564
90b301d0a03b8b23ce755c31ec6dac15cf69dc49	315
91c6db71ca4de1878f1132f135a46d729e1b6960	1900
a03e8036289a49f0b4e0b43b1d8547f9ee439d42	1090
ab33b31f0a2892852903785893a4fa68862aa73d	1002
af270a909cdbf0de6edd25dfac4aeae0a58e8ab7	953
bede9a22e86bb1c8debb945ccdfb22265393297d	969
dfb39b4c96d86ebabc63bcae22a74afa99af66ca	492
e29c706533c227682cfde1ac0b187e90738b9bbc	909
e3a3d3aa0aa1806e20bffb0ff4c307ec6cc89964	275
ef9cbbbbb92560f1ffd41dce23a584474922fe16	1004
fab28362ce2f46929c41cc1252281a7757b4695f	4275
