project	commit_id	refactoring_type	location_before	name_before	location_after	name_after	rm_validation	rd_validation	comment	refactoring	Tags
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/controller.bubble.tests.js:0-9841	controller.bubble.tests.js	test/specs/controller.bubble.tests.js:0-9841	controller.bubble.tests.js	TP	TP		Move File test/controller.bubble.tests.js to test/specs/controller.bubble.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/controller.doughnut.tests.js:0-10238	controller.doughnut.tests.js	test/specs/controller.doughnut.tests.js:0-10238	controller.doughnut.tests.js	TP	TP		Move File test/controller.doughnut.tests.js to test/specs/controller.doughnut.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/controller.line.tests.js:0-19160	controller.line.tests.js	test/specs/controller.line.tests.js:0-19160	controller.line.tests.js	TP	TP		Move File test/controller.line.tests.js to test/specs/controller.line.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/controller.polarArea.tests.js:0-10097	controller.polarArea.tests.js	test/specs/controller.polarArea.tests.js:0-10097	controller.polarArea.tests.js	TP	TP		Move File test/controller.polarArea.tests.js to test/specs/controller.polarArea.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/controller.radar.tests.js:0-14210	controller.radar.tests.js	test/specs/controller.radar.tests.js:0-14210	controller.radar.tests.js	TP	TP		Move File test/controller.radar.tests.js to test/specs/controller.radar.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.controller.tests.js:0-17122	core.controller.tests.js	test/specs/core.controller.tests.js:0-17122	core.controller.tests.js	TP	TP		Move File test/core.controller.tests.js to test/specs/core.controller.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.datasetController.tests.js:0-4143	core.datasetController.tests.js	test/specs/core.datasetController.tests.js:0-4143	core.datasetController.tests.js	TP	TP		Move File test/core.datasetController.tests.js to test/specs/core.datasetController.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.element.tests.js:0-1137	core.element.tests.js	test/specs/core.element.tests.js:0-1137	core.element.tests.js	TP	TP		Move File test/core.element.tests.js to test/specs/core.element.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.helpers.tests.js:0-23614	core.helpers.tests.js	test/specs/core.helpers.tests.js:0-23614	core.helpers.tests.js	TP	TP		Move File test/core.helpers.tests.js to test/specs/core.helpers.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.interaction.tests.js:0-21314	core.interaction.tests.js	test/specs/core.interaction.tests.js:0-21314	core.interaction.tests.js	TP	TP		Move File test/core.interaction.tests.js to test/specs/core.interaction.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.layoutService.tests.js:0-11155	core.layoutService.tests.js	test/specs/core.layoutService.tests.js:0-11155	core.layoutService.tests.js	TP	TP		Move File test/core.layoutService.tests.js to test/specs/core.layoutService.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.legend.tests.js:0-9038	core.legend.tests.js	test/specs/core.legend.tests.js:0-9038	core.legend.tests.js	TP	TP		Move File test/core.legend.tests.js to test/specs/core.legend.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.plugin.tests.js:0-8862	core.plugin.tests.js	test/specs/core.plugin.tests.js:0-8862	core.plugin.tests.js	TP	TP		Move File test/core.plugin.tests.js to test/specs/core.plugin.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.scaleService.tests.js:0-735	core.scaleService.tests.js	test/specs/core.scaleService.tests.js:0-735	core.scaleService.tests.js	TP	TP		Move File test/core.scaleService.tests.js to test/specs/core.scaleService.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.title.tests.js:0-5564	core.title.tests.js	test/specs/core.title.tests.js:0-5564	core.title.tests.js	TP	TP		Move File test/core.title.tests.js to test/specs/core.title.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/core.tooltip.tests.js:0-18957	core.tooltip.tests.js	test/specs/core.tooltip.tests.js:0-18957	core.tooltip.tests.js	TP	TP		Move File test/core.tooltip.tests.js to test/specs/core.tooltip.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/element.arc.tests.js:0-4320	element.arc.tests.js	test/specs/element.arc.tests.js:0-4320	element.arc.tests.js	TP	TP		Move File test/element.arc.tests.js to test/specs/element.arc.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/element.line.tests.js:0-46706	element.line.tests.js	test/specs/element.line.tests.js:0-46706	element.line.tests.js	TP	TP		Move File test/element.line.tests.js to test/specs/element.line.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/element.point.tests.js:0-10635	element.point.tests.js	test/specs/element.point.tests.js:0-10635	element.point.tests.js	TP	TP		Move File test/element.point.tests.js to test/specs/element.point.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/element.rectangle.tests.js:0-7389	element.rectangle.tests.js	test/specs/element.rectangle.tests.js:0-7389	element.rectangle.tests.js	TP	TP		Move File test/element.rectangle.tests.js to test/specs/element.rectangle.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/global.deprecations.tests.js:0-3969	global.deprecations.tests.js	test/specs/global.deprecations.tests.js:0-3969	global.deprecations.tests.js	TP	TP		Move File test/global.deprecations.tests.js to test/specs/global.deprecations.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/platform.dom.tests.js:0-8340	platform.dom.tests.js	test/specs/platform.dom.tests.js:0-8340	platform.dom.tests.js	TP	TP		Move File test/platform.dom.tests.js to test/specs/platform.dom.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/scale.category.tests.js:0-10140	scale.category.tests.js	test/specs/scale.category.tests.js:0-10140	scale.category.tests.js	TP	TP		Move File test/scale.category.tests.js to test/specs/scale.category.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/scale.linear.tests.js:0-19206	scale.linear.tests.js	test/specs/scale.linear.tests.js:0-19206	scale.linear.tests.js	TP	TP		Move File test/scale.linear.tests.js to test/specs/scale.linear.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/scale.logarithmic.tests.js:0-18836	scale.logarithmic.tests.js	test/specs/scale.logarithmic.tests.js:0-18836	scale.logarithmic.tests.js	TP	TP		Move File test/scale.logarithmic.tests.js to test/specs/scale.logarithmic.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/scale.radialLinear.tests.js:0-10682	scale.radialLinear.tests.js	test/specs/scale.radialLinear.tests.js:0-10682	scale.radialLinear.tests.js	TP	TP		Move File test/scale.radialLinear.tests.js to test/specs/scale.radialLinear.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FILE	test/scale.time.tests.js:0-13024	scale.time.tests.js	test/specs/scale.time.tests.js:0-13024	scale.time.tests.js	TP	TP		Move File test/scale.time.tests.js to test/specs/scale.time.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:166-1657	Context	test/jasmine.context.js:95-1520	Context					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:1694-2857	_initMethods	test/jasmine.context.js:1556-2523	_initMethods					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:2888-3009	record	test/jasmine.context.js:2553-2669	record					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3042-3079	getCalls	test/jasmine.context.js:2701-2736	getCalls					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3114-3149	resetCalls	test/jasmine.context.js:2770-2803	resetCalls					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3180-3219	createMockContext	test/jasmine.index.js:493-550	createMockContext					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3242-3680	toBeCloseToPixel	test/jasmine.matchers.js:15-439	toBeCloseToPixel					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3683-3975	toEqualOneOf	test/jasmine.matchers.js:441-718	toEqualOneOf					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:3978-4886	toBeValidChart	test/jasmine.matchers.js:720-1607	toBeValidChart					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:4889-6366	toBeChartOfSize	test/jasmine.matchers.js:1609-3047	toBeChartOfSize					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:7116-8382	acquireChart	test/jasmine.utils.js:488-1694	acquireChart					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_FUNCTION	test/mockContext.js:8687-9062	injectCSS	test/jasmine.utils.js:1877-2241	injectCSS					
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	MOVE_RENAME_FILE	test/defaultConfig.tests.js:0-7485	defaultConfig.tests.js	test/specs/global.defaults.tests.js:0-7485	global.defaults.tests.js	TP	TP		Move And Rename File test/defaultConfig.tests.js moved and renamed to test/specs/global.defaults.tests.js	
chart-js	c216c0af769c9b12bad39b5b889867d7294dee07	RENAME_FILE	test/mockContext.js:0-9426	mockContext.js	test/jasmine.matchers.js:0-3204	jasmine.matchers.js				Rename File test/mockContext.js renamed to test/jasmine.matchers.js	
chart-js	ce27fe5ea6040523a61cef198ccc1e866d07ad82	RENAME_FILE	src/core/core.layoutService.js:0-15063	core.layoutService.js	src/core/core.layout.js:0-14667	core.layout.js	TP	TP		Rename File src/core/core.layoutService.js renamed to src/core/core.layout.js	
chart-js	d09a17a2b163df7280491ad6c5999d81e892f537	EXTRACT_MOVE_FUNCTION	src/scales/scale.linearbase.js:1326-3571	buildTicks	src/core/core.ticks.js:1471-2824	linear					
chart-js	d09a17a2b163df7280491ad6c5999d81e892f537	EXTRACT_MOVE_FUNCTION	src/scales/scale.logarithmic.js:3340-5136	buildTicks	src/core/core.ticks.js:3156-4320	logarithmic					
chart-js	d09a17a2b163df7280491ad6c5999d81e892f537	MOVE_RENAME_FUNCTION	src/core/core.scale.js:936-1014	callback	src/core/core.ticks.js:4649-4727	values					
chart-js	d09a17a2b163df7280491ad6c5999d81e892f537	MOVE_RENAME_FUNCTION	src/scales/scale.linear.js:149-981	callback	src/core/core.ticks.js:5126-5958	linear					
chart-js	d09a17a2b163df7280491ad6c5999d81e892f537	MOVE_RENAME_FUNCTION	src/scales/scale.logarithmic.js:170-482	callback	src/core/core.ticks.js:5977-6313	logarithmic					
chart-js	d21a853f30a87a4cb0fe6c6f2bb39320c0404c19	EXTRACT_FUNCTION	src/core/core.tooltip.js:3880-6013	initialize	src/core/core.tooltip.js:3899-5896	getBaseModel	FN	TP			
chart-js	d2846864527898225bb8061cf24793101ef98dbf	MOVE_FUNCTION	src/core/core.animation.js:1284-1822	addAnimation	src/core/core.animations.js:690-1210	addAnimation					
chart-js	d2846864527898225bb8061cf24793101ef98dbf	MOVE_FUNCTION	src/core/core.animation.js:1844-2078	cancelAnimation	src/core/core.animations.js:1231-1457	cancelAnimation					
chart-js	d2846864527898225bb8061cf24793101ef98dbf	MOVE_FUNCTION	src/core/core.animation.js:2106-2499	requestAnimationFrame	src/core/core.animations.js:1484-1866	requestAnimationFrame					
chart-js	d2846864527898225bb8061cf24793101ef98dbf	MOVE_FUNCTION	src/core/core.animation.js:2543-2992	startDigest	src/core/core.animations.js:1906-2340	startDigest					
chart-js	d2846864527898225bb8061cf24793101ef98dbf	MOVE_FUNCTION	src/core/core.animation.js:3032-3738	advance	src/core/core.animations.js:2376-3063	advance					
chart-js	d81afc8b5a0f4f27d9d81f1dd748a7a01e7365c0	REMOVE_PARAMETER								Remove Parameter major in method generate(min ,max ,minor ,major ,capacity ,options) from src/scales/scale.time.js|generate	
chart-js	d81afc8b5a0f4f27d9d81f1dd748a7a01e7365c0	REMOVE_PARAMETER								Remove Parameter minor in method generate(min ,max ,minor ,major ,capacity ,options) from src/scales/scale.time.js|generate	
chart-js	d81afc8b5a0f4f27d9d81f1dd748a7a01e7365c0	RENAME_FUNCTION	src/scales/scale.time.js:6407-6833	determineUnit	src/scales/scale.time.js:6497-6935	determineUnitForAutoTicks	TP	TP		Rename Method determineUnit(minUnit ,min ,max ,capacity) renamed to determineUnitForAutoTicks(minUnit ,min ,max ,capacity) at src/scales/scale.time.js|determineUnit	
chart-js	ec7b87d69c6168d25166784796f8026b2cb5715e	MOVE_FUNCTION	src/charts/chart.bar.js:12010-12183	calculateBaseWidth	src/scales/scale.category.js:1088-1230	calculateBaseWidth					
chart-js	ec7b87d69c6168d25166784796f8026b2cb5715e	MOVE_FUNCTION	src/charts/chart.bar.js:12220-12664	calculateBarWidth	src/scales/scale.category.js:1253-1578	calculateBarWidth					
chart-js	ec7b87d69c6168d25166784796f8026b2cb5715e	MOVE_FUNCTION	src/charts/chart.bar.js:12697-13250	calculateBarX	src/scales/scale.category.js:1597-2008	calculateBarX					
chart-js	ecc35c527b8d91c2bdbc2cdc97ef667adfe7e3a3	MOVE_FUNCTION	src/core/core.controller.js:1139-1334	readUsedSize	src/platforms/platform.dom.js:2292-2487	readUsedSize					
chart-js	ecc35c527b8d91c2bdbc2cdc97ef667adfe7e3a3	MOVE_FUNCTION	src/core/core.controller.js:1686-3314	initCanvas	src/platforms/platform.dom.js:2772-4400	initCanvas					
chart-js	ecc35c527b8d91c2bdbc2cdc97ef667adfe7e3a3	MOVE_FUNCTION	src/core/core.controller.js:4389-5177	acquireContext	src/platforms/platform.dom.js:5246-6041	acquireContext					
chart-js	ecc35c527b8d91c2bdbc2cdc97ef667adfe7e3a3	MOVE_RENAME_FUNCTION	src/core/core.controller.js:3473-4309	releaseCanvas	src/platforms/platform.dom.js:6240-7117	releaseContext					
chart-js	f3816b560c0cec6736b47c456c473e46bdc56498	MOVE_RENAME_FILE	src/core/core.legend.js:0-15144	core.legend.js	src/plugins/plugin.legend.js:0-15096	plugin.legend.js	TP	TP		Move And Rename File src/core/core.legend.js moved and renamed to src/plugins/plugin.legend.js	
chart-js	f3816b560c0cec6736b47c456c473e46bdc56498	MOVE_RENAME_FILE	src/core/core.title.js:0-5460	core.title.js	src/plugins/plugin.title.js:0-5413	plugin.title.js	TP	TP		Move And Rename File src/core/core.title.js moved and renamed to src/plugins/plugin.title.js	
chart-js	f3816b560c0cec6736b47c456c473e46bdc56498	RENAME_FILE	test/specs/core.legend.tests.js:0-9038	core.legend.tests.js	test/specs/plugin.legend.tests.js:0-9038	plugin.legend.tests.js	TP	TP		Rename File test/specs/core.legend.tests.js renamed to test/specs/plugin.legend.tests.js	
chart-js	f3816b560c0cec6736b47c456c473e46bdc56498	RENAME_FILE	test/specs/core.title.tests.js:0-5564	core.title.tests.js	test/specs/plugin.title.tests.js:0-5564	plugin.title.tests.js	TP	TP		Rename File test/specs/core.title.tests.js renamed to test/specs/plugin.title.tests.js	
chart-js	f97cab12b1c4db4d5782d92f95e362093ad31860	EXTRACT_FUNCTION	src/core/core.tooltip.js:16366-17940	drawCaret	src/core/core.tooltip.js:16700-18024	getCaretPosition	FN	TP			
chart-js	f97cab12b1c4db4d5782d92f95e362093ad31860	RENAME_FUNCTION	src/core/core.tooltip.js:16355-17940	drawCaret	src/core/core.tooltip.js:16682-18024	getCaretPosition	FP	TN		Rename Method 1.1.drawCaret(tooltipPoint ,size ,opacity) renamed to 1.1.getCaretPosition(tooltipPoint ,size ,vm) at src/core/core.tooltip.js|1.1.drawCaret	MC
chart-js	fb3ea03440769a267880ba8721d14a3939792718	RENAME_FILE	src/core/core.plugin.js:0-14122	core.plugin.js	src/core/core.plugins.js:0-13123	core.plugins.js	FN	TP			
